"regions1","regions2","regions3","regions4","regions5","regions6","regions7","regions8","regions9","regions10","regions11","regions12","regions13","regions14","regions15","regions16","regions17","regions18","regions19","regions20","regions21","regions22","regions23","regions24","regions25","regions26","regions27","regions28","regions29","regions30","regions31","regions32","regions33","regions34","regions35","regions36","regions37","regions38","regions39","regions40","regions41","regions42","regions43","regions44","regions45","regions46","regions47","regions48","regions49","regions50"
13,13,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,7,13,13,13,13,13,4,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,13
13,13,4,4,13,13,13,13,13,13,13,13,13,13,13,4,4,13,13,13,13,13,4,13,13,13,13,13,13,13,13,13,4,13,13,13,13,13,13,13,13,13,13,13,4,13,13,13,23,13
4,13,4,4,4,4,4,4,13,4,4,23,4,4,4,4,4,4,4,13,4,23,4,4,4,13,13,13,4,4,4,4,4,4,4,4,4,13,4,4,4,4,4,4,4,4,4,13,23,4
13,13,4,23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,13,13,4,4,1,4,4,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,1,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,23,4,4,1,1,1,1,4,4,4,1,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1
1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,4,1,1,1,23,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,23,1,1,1,4,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,23,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,19,1,1,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,1,1,19,1,19,1,1,23,1,1,1,1,1,1,1,1,1,1,23,1,1,1,1,23,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,1,1,1,1,1
19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,19,1,1,1,32,1,1,1,1,1,32,1,32,1,1,1,22,1,1,1,1,1
22,22,22,22,22,22,22,22,22,22,22,22,22,22,19,1,32,22,1,22,22,22,22,22,22,32,22,22,22,22,22,22,22,32,22,22,32,22,22,22,22,1,22,22,22,22,22,22,22,22
32,32,32,32,32,32,32,22,32,32,32,32,32,32,19,32,22,32,1,32,32,32,32,32,32,22,32,32,32,32,32,22,32,32,32,32,32,32,32,32,32,32,32,22,32,32,32,32,32,32
22,22,22,22,22,22,22,22,22,22,22,22,22,22,19,22,22,32,1,22,22,22,22,22,22,22,22,22,22,22,22,22,32,32,22,22,22,22,22,22,22,22,22,22,22,22,22,32,22,22
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,11,5,5,5,5,5,5,5,5,5,5
11,11,5,5,5,11,5,5,5,5,5,11,5,5,11,5,5,11,5,5,5,5,5,5,5,5,5,5,5,5,11,5,11,5,5,5,5,5,5,11,5,11,5,5,5,5,5,5,5,5
11,11,11,11,11,11,11,5,11,11,11,11,11,11,11,11,5,9,11,11,11,11,11,11,11,11,11,11,11,11,5,11,11,11,11,11,11,5,5,5,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,5,5,11,11,11,11,11,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,11,9,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,11,11,11,11,11,11,9,11,11,9,11,11,11,11,11,11,5,11,11,9,11,11,9,11,9,11,11,11,9,11,11,11,11,11
7,9,9,9,9,9,9,11,11,9,9,9,9,9,11,9,9,9,11,9,9,9,21,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,21,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,21,9,9,9,9,9,9,9,9,9,21,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9
21,9,21,21,9,21,21,21,21,21,21,21,21,21,21,9,21,21,21,21,9,21,21,7,21,21,21,21,21,21,21,21,21,21,9,9,21,21,21,21,21,9,21,21,21,21,9,21,9,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,7,21,21,21,21,21,21,21,21,21,21,7,21,7,21,21,21,21,21,21,21,9,21,21,21,21,21,21,21,21,21,7,21,21,21,21
21,7,14,7,7,7,7,7,14,7,7,21,21,7,7,7,7,14,14,14,7,7,7,7,7,7,7,7,14,7,7,21,7,7,14,9,7,21,7,7,7,7,7,7,14,21,7,7,7,7
14,14,14,7,14,14,21,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,14,14,14,14,14,14,13,14,14,14,14,14,21,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7
14,7,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,13,13,13,13,14,13,13,13,13,13,13,13,14,13,13,13,13,13,13,14,13,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13
13,4,13,4,13,13,23,13,13,4,13,13,13,13,13,13,4,13,13,4,13,13,13,4,13,13,13,13,13,13,13,13,4,13,13,13,13,13,13,4,13,13,13,13,13,13,13,13,13,13
4,4,4,4,23,4,23,4,4,4,4,23,13,4,23,4,4,4,13,4,4,23,4,4,13,23,4,4,4,4,4,4,4,4,13,4,4,4,4,4,4,4,4,4,4,13,4,13,23,4
4,4,4,23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,23,4,23,4,4,4,4,4,4,4,23,4,4,4,4,23,4,4,4,4,4,4,4,4,13,4,4,23,4
4,4,23,4,23,4,23,4,4,4,4,4,4,4,4,4,23,4,4,4,4,4,4,4,4,4,4,23,1,4,4,23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,23,4,23,4,4,4,4,23,23,1,4,4,4,4,23,4,4,4,4,4,4,4,4,4,4,23,4,4,1,4,4
23,4,4,4,4,23,23,4,23,23,23,1,23,23,23,23,23,23,23,1,23,23,23,23,1,4,23,23,1,23,23,23,4,23,23,4,4,4,23,23,1,23,23,23,23,23,23,1,4,23
23,1,1,1,1,23,1,1,1,1,1,23,1,1,1,1,1,1,1,1,1,1,1,23,1,4,1,1,1,1,1,23,1,1,1,1,4,4,1,1,23,1,1,1,23,1,1,1,1,1
23,1,1,1,1,23,1,1,23,1,1,1,1,1,1,19,1,1,1,1,1,1,23,1,1,4,1,1,23,1,1,1,1,1,1,1,23,1,1,1,23,1,1,1,1,1,1,23,1,1
1,1,1,19,1,1,1,19,23,1,23,23,1,1,1,19,1,1,1,1,1,1,1,1,23,1,19,1,23,23,1,23,1,1,1,1,1,1,1,1,1,23,1,23,1,1,1,1,1,1
19,1,1,19,1,19,1,1,23,1,23,1,1,1,1,19,23,1,1,23,1,1,1,1,23,1,19,1,1,1,1,1,1,1,19,1,1,1,19,19,19,1,1,1,23,1,19,1,1,1
19,19,1,19,19,19,1,19,23,19,19,1,1,1,19,19,19,19,19,19,19,1,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,1,1,19,1,19,19,19,1,19,1,19
19,19,1,1,19,19,1,19,23,19,19,19,1,19,19,19,19,19,19,1,19,19,19,22,19,19,19,1,19,19,19,22,19,19,19,19,19,19,19,1,19,19,19,19,19,1,19,22,19,19
22,22,22,22,22,22,22,22,22,22,22,22,22,22,19,22,22,22,22,22,22,22,22,22,22,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,32,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,32,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,32,22,22,22,22,22,22,22,22,22,22,22,22,22,22,32,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,2,5,5,2,2,5,5,5,5
5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,2,5
11,11,5,5,5,5,5,5,5,5,5,11,5,5,5,5,5,11,5,5,5,5,5,5,5,11,5,5,5,5,11,5,5,5,5,5,5,5,5,5,5,11,5,5,5,5,5,5,5,5
5,11,5,5,5,5,5,5,5,5,5,5,11,5,11,5,5,9,5,5,11,5,5,5,5,11,5,5,5,5,5,5,5,5,5,5,5,5,11,5,5,5,5,5,11,2,5,5,5,5
11,11,11,11,11,11,9,11,11,5,5,11,11,11,11,11,11,9,11,11,11,11,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,11,11,11,5,11,5,11,9,11,11,5,5
9,11,9,9,9,11,9,9,9,5,5,9,9,9,9,9,11,11,9,9,11,9,9,11,9,11,9,9,9,9,11,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,11
9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,11,9,9,9
9,9,9,9,21,9,9,9,9,9,21,9,9,9,9,9,9,9,9,9,21,9,21,9,9,9,9,9,9,9,9,9,9,9,21,9,9,21,9,9,9,9,21,21,9,9,9,9,9,9
21,9,9,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,9,21,21,21,9,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,9,21,21,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,9,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,9,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,14,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
21,14,21,21,21,14,21,21,21,21,21,21,21,21,14,7,21,21,21,21,21,21,21,21,14,21,21,21,21,21,14,21,21,21,21,21,21,21,21,21,21,14,21,21,21,21,21,21,21,21
14,14,14,14,14,14,21,14,14,14,14,14,14,14,14,14,21,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,21,14,14,14,14,21,14,21,14,14,14,14,14,14,14
14,14,21,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,21,14,21,14,14,14,14,14,14,14
14,14,14,14,23,14,13,14,14,14,14,13,14,14,14,14,14,13,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14
13,13,13,13,23,14,13,13,14,13,13,13,14,13,13,13,13,13,13,13,13,13,23,13,13,13,14,14,13,14,14,13,13,14,13,14,13,13,14,13,13,13,13,14,14,13,13,13,13,13
13,4,13,13,23,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,13,23,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,23,13,13,13,13
23,23,4,23,23,23,23,23,23,23,23,23,23,13,23,4,4,14,23,23,4,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,4,23,23,23,13,23,4,23,23,4,13,23,23
23,23,23,23,23,23,23,23,23,23,23,4,23,23,23,23,23,23,23,23,4,4,23,23,23,23,23,4,23,23,23,23,23,4,23,4,23,4,23,4,23,23,4,23,4,23,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,4,23,23,23,23,23,23,23,23,4,4,23,23,1,23,23,23,23,23,4,23,4,23,23,23,23,23,23,23,23,23,23,4,23,23,23,23,23,23
23,23,23,4,4,23,23,23,23,23,23,23,23,23,23,4,4,23,23,23,4,23,23,23,1,23,23,23,1,23,23,4,23,23,23,23,23,4,23,4,23,23,4,23,23,23,23,23,23,23
23,23,23,4,23,23,23,23,23,23,23,1,23,23,23,23,23,23,23,23,23,23,23,23,1,23,23,23,23,23,23,4,23,23,23,23,23,23,23,23,1,23,23,23,23,23,23,1,23,23
23,23,23,23,23,23,23,23,23,23,23,23,1,23,23,23,23,23,23,1,23,23,23,23,1,23,23,23,23,23,23,23,1,23,23,1,23,23,23,1,23,23,1,23,23,23,1,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1,23,23,23,23,23
23,19,23,23,23,23,23,19,23,23,23,23,1,23,23,23,23,23,23,23,23,23,23,1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1,23,23
19,19,19,19,19,19,23,19,19,19,19,23,19,1,19,23,23,19,19,23,19,19,19,1,23,19,19,19,19,19,19,19,23,19,19,23,1,19,23,19,19,19,1,1,23,1,19,19,23,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,23,19,19,19,19,19
19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,22,1,19,19,19,22,22,19,19,1,19,22,19,19,19,22,19,19,19,19,22,1,19,19,19,19,19,22,19,19,19,19
22,22,22,22,22,22,19,22,22,22,22,22,22,22,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
2,2,2,5,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,5,5,2,2,5,2,2,2,2,2,2,2,2,2,2,2,5,2
2,5,2,2,2,5,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,5,5,2,2,2
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,2,5,2,5
5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,2,2,5,11,5,5,5,5,5,5,2,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,11,9,5,9,5,5,5,2,5,5,5,5,5,2,5,5,5,5,2,5,5,5,11,5,5,5,5,5,11,2,2,5,2,5
9,11,11,9,9,11,9,9,9,9,5,9,9,9,9,9,11,9,9,9,9,9,5,9,9,9,9,11,9,9,9,9,5,9,9,11,9,9,11,9,9,9,9,5,11,9,9,9,9,9
9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,11,9,9,9,9,5,9,9,11,9,9,11,9,9,9,9,5,9,9,9,9,9,9
9,9,9,9,9,9,9,9,21,9,9,9,9,21,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9
9,21,9,9,9,9,9,9,21,9,21,9,9,21,9,9,21,21,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,21,9,9,9,9,9,9,9,9,9,9,9,9,9,9
21,21,21,21,21,21,9,21,21,21,21,21,21,21,9,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,9,21,21,21,9,21,21,9,9,21,21,21,9,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,14,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,14,21,21,21,14,21,21,21,21,21,21,14,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
14,14,14,14,14,14,14,14,21,14,14,14,14,14,14,14,14,21,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,21,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,21,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,23,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,13,14,13,14,14,14,14,14,13,14,14,14,14,13,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13
14,14,23,14,23,14,13,23,14,14,14,14,14,14,14,4,14,14,23,14,23,14,14,14,14,14,14,14,13,13,14,14,14,23,23,23,14,23,13,14,14,14,13,14,13,14,14,23,13,14
23,14,23,23,14,23,23,23,23,23,23,23,23,23,23,4,4,23,23,14,23,23,23,23,14,14,23,23,14,23,23,14,23,23,23,23,23,23,13,23,23,23,23,23,23,23,23,23,23,23
23,23,23,23,23,23,23,14,23,23,23,23,23,23,23,4,4,23,23,14,23,23,23,23,23,23,23,23,23,23,23,23,23,23,14,23,23,23,23,23,14,23,23,23,23,23,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,14,23,23,23,23,23,23,23,23,23,23,23,4,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,4,4,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1,23,23,23,1,23,23,4,23,23,23,23,23,23,23,4,23,23,23,23,23,23,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,19,23,23,23,23,23,23,23,23,23,23,1,23,23,23,23,23,23,23,23,23
23,19,19,23,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,19,19,19,23,23,23,19,23,23,19,23,23,23,23,23,23,23,23,19,23,23,23,23,23,23,19,23,19,23,19,23,19,23,23,23,23,23,23,19,19,23,23,23,23,23,23,23,23
19,19,23,19,19,19,19,19,19,19,19,19,19,23,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,23,19,23,19,19,19,19,19,19,19,19,19,19,23,19,19,19,19,19
19,19,19,19,19,19,23,19,19,19,19,19,19,1,19,19,19,19,19,23,19,19,19,19,19,19,19,19,19,19,19,23,19,19,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19
19,19,19,1,22,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,22,19,19,19,19,19,22,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
22,22,22,1,22,22,19,19,22,22,22,19,22,22,22,22,19,22,19,22,22,22,22,19,22,19,22,22,22,19,22,19,22,22,22,22,22,22,22,22,22,22,22,22,19,22,22,19,22,22
22,22,22,22,22,22,22,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,5,2,2,2,2
2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,5,2,2,5,2,12,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,9,12,2,12,2,2,9,2,2,2,2,2,2,2,12,9,2,2,2,2,9,12,2,5,2,2,2,2,12,2,2,2,2,2,12,2,2,2,2,2,2,2,2
9,9,9,9,9,9,9,9,9,9,5,9,9,9,9,2,11,9,2,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,2,9,9,9,9
9,21,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,21,9,9,9,9,9,9,9,9,2,9,9,9,9
9,21,9,9,9,9,9,9,9,21,9,9,21,9,9,21,21,21,9,9,9,9,21,9,9,9,9,9,9,9,9,9,9,9,21,9,21,9,9,9,9,9,9,9,9,9,9,9,9,9
21,21,9,21,21,21,21,21,21,21,9,21,21,21,21,21,21,9,21,21,21,21,21,21,21,21,21,21,21,21,9,21,21,21,21,21,21,9,21,21,21,21,21,21,21,9,21,21,9,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,14,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,9,21,21,21,21,21,21,21,21,21,21,21,21
21,14,21,21,21,21,21,21,21,21,21,21,21,21,21,21,14,21,21,21,21,21,21,21,21,21,21,6,21,21,21,21,21,21,21,21,21,21,21,21,21,6,21,21,21,21,21,21,14,21
21,14,21,21,14,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,14,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,14,21,14,21,21,14,29
14,14,21,14,14,14,21,21,21,14,14,21,14,14,14,14,21,14,21,14,21,14,14,14,14,14,14,14,14,21,14,14,14,14,14,14,14,14,14,14,21,14,14,14,14,14,14,14,14,14
14,14,21,14,14,14,21,14,21,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
29,14,14,14,14,29,14,14,29,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,29,14,14,14,14,29,14,14,14,14,14,14,14,14,29,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,29,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,23,14,14,14,14,14,23,14,14,14,14,14,14,14,14,14,14,14,14
14,14,23,14,14,14,14,14,14,14,14,14,14,19,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,23,14,23,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,14,23,23,23,14,23,23,23,23,23,23,23,23,23,23,23,14,14,23,23,23,23,23,23,23,23,23,23,23,14,14,23
23,23,23,23,23,23,23,23,19,23,23,23,23,23,23,23,19,23,23,23,19,23,14,23,23,23,23,23,23,23,23,23,23,23,14,23,23,23,23,23,23,19,23,23,23,23,23,23,23,23
23,19,23,23,23,23,23,23,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1,23,23,23,23,23,23,23,23,23
23,19,23,23,23,23,19,19,23,23,23,23,23,23,23,23,23,23,23,19,23,23,23,19,23,23,23,23,23,23,23,19,19,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
19,23,19,19,19,19,23,19,23,19,19,19,19,23,23,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,23,19,19,23,19,19,19,19,19,19,19,19,19,19,19
