"regions1","regions2","regions3","regions4","regions5","regions6","regions7","regions8","regions9","regions10","regions11","regions12","regions13","regions14","regions15","regions16","regions17","regions18","regions19","regions20","regions21","regions22","regions23","regions24","regions25","regions26","regions27","regions28","regions29","regions30","regions31","regions32","regions33","regions34","regions35","regions36","regions37","regions38","regions39","regions40","regions41","regions42","regions43","regions44","regions45","regions46","regions47","regions48","regions49","regions50"
12,12,12,12,12,2,12,12,12,12,12,12,12,16,16,12,12,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,16,12,12,12,2,12,2,12,12,12,12,12,16,12,2,12,12,12
12,12,12,12,16,2,12,12,12,12,12,12,12,16,12,12,12,12,16,12,12,16,12,12,12,12,12,12,12,12,12,12,12,12,12,16,2,12,2,16,12,16,12,12,12,12,12,12,12,12
12,12,12,12,12,2,12,12,12,12,12,12,12,12,16,16,12,12,16,12,12,12,12,12,12,16,16,12,12,12,12,12,12,12,16,12,12,12,12,16,12,16,16,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,16,12,16,12,12,12,16,12,12,16,12,12,12,12,12,12,16,12,12,12,16,12,12,12,12,16,12,12,12,16,16,12,16,12,12,12
12,12,12,12,12,12,12,16,16,16,12,16,12,12,12,12,12,12,16,12,16,12,12,16,12,12,12,12,16,12,12,12,12,12,16,12,12,12,12,16,12,12,12,12,12,16,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,16,12,12,16,12,12,12,6,12,12,16,12,12,12,12,12,12,12,12,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
6,6,6,6,6,12,6,6,6,6,6,9,6,12,6,12,6,6,6,6,12,6,6,6,6,6,12,6,6,6,6,6,6,6,12,6,12,6,6,6,6,6,6,6,6,6,6,6,6,6
6,21,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12,6,6,6,6,6,6,6,12,6,6,21,6,6,6,6,6,6,6,6,6,6,6,6
6,21,6,6,6,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,21,6,6,6,6,6,21,6,12,6,6,21,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,14,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,29,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,29,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,29,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,29,6,6,6,6,6,6,6,6,6,29,6,6,6,6,6,6,29,6,6,6,29,6,6,6,6,6,6,6,6,6,6,6,6,6,6,29,6,6,6,6,6,6,6
29,29,29,29,29,29,29,6,29,29,29,29,29,29,29,29,29,29,29,29,29,29,6,29,29,29,6,29,29,29,29,29,6,29,6,29,29,29,6,29,6,29,29,6,29,29,29,29,29,6
29,29,29,29,3,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,6,29,29,29,29,29,29,29,3,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3,29,29,29,29,29,3,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,27,29,29,27,29,29,29,29,29,27,29,27,29,27,29,27,29,29,29,27,29,29,27,27,29,29,29,29,29,29,29,29,29,29,29,29,29,17,29,29,29
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,29,27,27,29,27,27,27,27,27,27,27,27,27,27,27,27,27,29,27,27,27,27,27,27,27,27,27
27,27,27,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,29,27,27,27,27,29,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,29,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,8,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,8,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,8,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,8,27,27,27,27,27,27,27,27
27,27,27,27,8,27,27,27,27,27,27,8,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,19,27,27,27,27,27,8,27,27,27,27,27,27,27,27,27,27
8,8,8,8,8,8,8,27,8,8,8,8,8,22,8,8,8,8,8,8,8,8,8,8,8,8,27,8,8,8,8,8,27,8,8,8,8,8,8,8,8,27,8,8,27,8,8,8,8,8
8,8,8,27,8,8,8,8,8,8,8,8,8,22,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,27,8,27,8,8,8,8,8,8,8,8
8,8,8,8,8,8,22,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,22,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,28,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,16,2,2,2,2,16,2,2,16,2,2,2,2,16,2,2,2,2,2,2,2,2,2,12,2,2,2,2,16,2,2,12,2,2,16,16,2,2,2,2,2,2,2,2,2,16,2,2
16,16,16,2,16,16,2,16,2,16,16,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,16,16,12,16,16,2,16,16,16
16,16,16,16,16,16,16,12,16,16,16,16,16,12,12,16,16,16,16,16,12,16,16,16,16,16,12,16,12,16,16,16,16,16,12,16,16,16,16,16,16,16,12,16,16,12,16,16,16,16
16,16,16,16,16,2,16,16,16,12,16,16,16,12,16,16,16,16,16,16,16,16,16,12,16,16,16,16,12,16,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,16,12,16,16,16
16,16,16,16,16,16,6,16,16,16,16,12,16,16,12,16,16,12,16,16,16,12,16,16,16,16,16,16,16,16,16,12,16,12,16,12,16,16,16,16,16,12,12,16,16,16,16,16,16,12
16,16,16,16,12,16,6,16,16,16,16,12,16,16,12,12,12,12,16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,16,12,16,16,16,16,16,16,16
16,16,16,16,16,6,6,12,16,16,16,16,16,16,16,16,12,12,16,16,16,16,16,16,16,16,12,16,16,6,16,12,12,16,16,16,16,16,16,16,16,12,16,6,16,16,16,16,16,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,16,6,6,6,6,12,6,6,6,16,6,12,6,6,6,6,16,6,16,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,15,6,6,6,6,6,6,6,6,6,6,6,16,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,21,6,6,6,6,6,6,16,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,21,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,29,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,3,6,6,29,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,29,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,29,6,6,6,6,6,6,6,29,6,29,6,6,6,6,6,6,6,6,6,29,6,29,6
29,29,29,29,29,29,29,29,29,29,6,29,29,29,29,29,29,29,29,29,29,29,29,29,6,29,29,29,29,29,29,29,29,29,29,29,29,29,6,29,29,29,29,29,6,29,29,29,29,29
29,29,29,29,3,29,29,29,3,29,6,29,29,29,29,29,29,29,29,29,29,29,29,3,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3,29
29,29,29,29,29,29,29,29,29,29,29,29,3,29,29,29,29,3,29,29,29,29,29,3,29,29,3,29,29,29,29,3,3,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3,17
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,27,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
27,27,27,27,27,27,27,27,29,27,27,27,27,27,27,27,27,27,27,17,27,27,27,27,29,27,17,27,29,27,27,29,27,27,17,17,27,27,27,27,27,27,27,27,27,27,17,27,27,29
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,17,27,27,27
27,27,27,27,28,27,27,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,27,27,27,27,28,27,27,27,27,27,27,28,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,29,27,27,27,27,27,28,27,28,27,27,27,27,27,27,27,27,27,27,27,28,27
27,27,27,27,27,27,27,27,27,27,27,27,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,29,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,28,27,27,27,27,27,8,27,29,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,8,27,27,27,27,27,27,27,27,27,27,27,27,27,8,8,27,27,27,8,27,27,27,27,27,27,27,8,27,8,27,27,8,27,8,27,27,8,27,27,8,27,27
8,27,8,8,8,8,8,27,8,8,8,27,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,27,8,8,8,8,8,8,8,8,8,27,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,22,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,27,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,28,8,8,8,8,8,8,28,8,8,8,8,8,28,8,8,8,8,8,8,8,27,8,8,8,28,8,8,28,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,28,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,28,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,28,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
16,16,16,16,16,16,16,16,2,2,2,16,16,2,16,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2,16,16,16,16,16,16,16,16,16,16,2,16,16,16,2,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,12,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,12,16,16,16,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,6,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,16,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,6,16,16,16,16,16,16,15,16,16,16,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,16,16,6,16,16,16,16,16,6,16,16,16,16,16,16,6
6,6,6,6,6,6,16,6,6,16,6,6,6,15,6,6,6,6,16,6,6,15,6,6,6,6,6,6,6,6,6,16,6,6,16,6,6,6,6,16,6,6,6,16,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,16,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,15
6,6,6,6,6,6,6,6,6,6,6,6,29,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,29,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,3,6,6,29,6,6,6,6,6,6,6,6,29,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,29,6,6,6,3,6,6
6,6,6,6,6,6,6,6,6,3,6,6,29,6,6,6,6,6,6,6,6,29,6,6,6,6,29,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,6,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,3,29,29,29,3,29,29,29,3,3,29,29,29,29,3,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3,29
3,3,3,3,3,29,17,3,3,3,29,3,3,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,29,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,29,3,17
29,29,29,29,29,3,17,29,29,29,3,3,29,29,29,29,29,29,29,29,17,29,29,29,17,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3,29,29,29,29,29,29,29,29,17
17,27,17,27,17,17,17,17,17,17,17,17,17,17,29,17,17,17,17,17,17,17,17,29,17,29,17,17,27,17,17,17,17,17,17,17,17,27,17,17,17,17,17,27,17,17,17,17,29,17
27,27,27,27,28,27,27,17,27,27,27,27,17,27,27,27,27,27,27,27,27,27,27,27,27,27,17,27,27,27,27,27,27,28,27,27,27,17,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,28,28,27,27,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,17,27,27,28,27,27,27,27,27,27,28,27,27,27,27,28,27,28,27,27,27,27,27,27
27,27,27,27,28,27,27,27,27,27,28,27,27,27,27,27,27,27,27,27,28,27,27,27,27,27,27,27,27,27,27,28,27,27,28,27,27,27,27,27,27,28,27,27,27,27,27,28,28,28
27,27,27,27,28,27,27,27,27,28,27,27,27,28,27,27,27,27,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,8,27,27,27,27,27,27,27,27,28,27
27,27,27,27,27,27,28,8,27,27,27,27,27,27,27,27,27,27,27,27,28,27,27,27,27,27,27,27,27,27,27,27,8,28,27,27,27,27,27,27,27,28,27,27,8,27,27,27,27,27
28,8,8,8,8,8,28,8,8,28,8,8,8,8,28,8,8,8,8,28,28,8,8,8,8,28,27,8,27,8,8,8,8,28,8,8,27,8,8,8,27,8,8,27,8,8,8,8,8,8
8,8,8,8,8,8,28,8,8,8,8,8,8,8,8,8,8,8,8,28,8,28,8,8,8,8,8,8,27,8,8,8,8,8,8,8,27,8,8,8,8,8,8,8,8,8,8,8,8,8
28,8,8,8,8,8,8,8,8,8,8,8,8,8,28,8,8,8,8,8,8,8,8,8,8,28,8,8,27,8,8,8,8,28,8,8,27,8,28,28,8,8,8,8,8,8,8,8,28,8
8,8,8,8,8,28,8,8,8,8,8,28,8,8,8,8,8,8,8,8,28,28,8,8,8,8,8,28,8,8,8,8,8,28,8,8,8,8,8,28,8,8,8,8,8,28,8,8,28,8
28,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,28,8,8,8,8,8,8,8,8,8,8,8,28,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,28,8,28,28,8,8,8,8,28,8,8,8,8,8,8,8,8,8,8,8,8,8,8,28,8,8,8,28,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,28,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
16,16,16,16,16,16,2,16,16,16,16,16,16,16,16,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2,16,16,16,16,2,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2,16,16,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,12,16,16,16,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,15,16,16,15,15,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,15,16,16,15,16
15,15,6,6,15,15,16,15,15,15,16,15,15,15,15,16,15,15,15,15,15,15,15,15,15,6,6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,15,15
6,6,6,6,6,6,6,6,6,6,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,15,15,6,6,6,6,6,6,15,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,15
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,15
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,29,6,6,6,6,6,15
6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,29,29,6,6,6,6,6,6,6,6,6,6,29,6,6,6,6,6,6,29,6,6,6,3,6,6
29,29,29,29,29,29,29,29,29,3,3,29,29,29,29,29,29,29,29,29,29,29,29,3,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3,29,6
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3,29,29
29,3,29,3,3,3,3,3,3,3,29,29,29,3,3,3,3,29,3,3,3,3,3,3,3,3,29,29,3,3,3,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,29,3,3
3,3,3,3,3,3,3,3,29,3,3,29,3,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,29,3,3,3,3,17,29,3,3,3,3,3,3,3,3,17,29,3,3,3,3,3,3,3,3,3,17,3,3,3,3,3,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
17,17,17,17,17,17,17,17,17,17,17,17,17,17,3,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,28,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,28,17,17,17,17,17,27,17,17,17,17,27,17,17,17,17,28,17,17,17,17,17,27,17,27,28,17,17,17,17,27,27,17
28,28,17,28,28,28,27,17,28,28,28,17,28,17,28,28,28,28,17,28,17,28,17,28,28,28,17,28,28,28,28,28,28,28,27,28,28,27,17,28,27,28,28,28,28,28,28,28,28,28
28,28,28,28,28,28,28,28,28,28,28,28,28,27,28,28,28,27,28,27,28,28,28,28,28,27,27,28,27,28,28,28,28,28,28,28,27,28,28,28,28,28,28,28,28,28,28,28,28,28
27,27,27,27,27,27,27,27,27,28,27,27,27,28,28,27,27,28,27,28,27,27,27,27,27,27,27,27,28,27,27,27,27,27,27,27,27,27,28,8,27,27,28,27,27,27,27,27,28,27
27,27,27,27,27,27,27,8,27,27,27,27,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,8,27,28,27,27,8,27,27,27,27,27
28,28,28,28,28,28,28,28,28,28,28,28,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,28,28,28,28,28,28,27,28,28,27,28,8,28,28,28,28,28,8,28,28,28,27
28,8,28,28,28,28,28,28,28,28,28,28,28,28,8,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
28,8,28,28,28,28,28,28,28,8,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
28,8,28,28,28,28,28,28,28,8,8,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,8,28,28,28,28,28,28,28,28,28,28,28
28,28,8,8,28,8,8,28,8,8,8,8,8,8,8,8,8,8,8,28,28,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,28,28,28,28,8,8,8,8,28,8,8,8,8
8,28,28,28,28,28,8,8,28,8,28,28,28,28,28,28,28,28,28,28,8,28,28,28,28,28,28,28,28,28,28,28,28,8,28,28,28,28,28,28,28,28,28,28,28,28,28,28,8,28
8,28,8,8,8,8,8,28,8,8,8,8,8,8,8,8,8,28,8,8,8,28,8,8,8,28,8,8,8,28,8,8,8,8,8,8,8,8,28,8,8,8,8,8,28,8,8,8,8,8
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,16,16,2,2,2,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,2,16,16,2,2,2,2,2,2,2,16,2,16,2,2
16,2,2,16,16,16,16,16,2,16,16,16,16,16,2,16,2,16,16,16,16,16,16,16,16,16,16,16,16,16,2,16,16,16,16,2,16,16,16,16,16,16,2,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2,16,2,16,16,16,16,16
16,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,15,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,15,15,15,16,15,15,15,15,16,15,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,15,15,15,15,6,15,15,6,15,15,15,15,15,6,15,15,15,15,15,15,15,15,15,6,15,15,15,15,15,15,15,6,15,15,15,15,15,15,15,15,15,15,15,15,15
